Type,From,To,Exists,Field/LinkText,Details
"frontmatter","_posts/scifi/2025-06-30-multiverse-router-paper.md","../projects/2025-06-30-wavelet-geometric-optimization.md","false","related_documents","Array[3]"
"markdown","_posts/scifi/2025-06-30-multiverse-router-paper.md","../projects/2025-06-30-wavelet-geometric-optimization.md","false","Wavelet Geometric Optimization","Position: 15576"
"markdown","_posts/scifi/2025-06-30-multiverse-router-paper.md","../projects/2025-06-30-wavelet-geometric-optimization.md","false","Wavelet Geometric Optimization","Position: 15480"
"markdown","_posts/scifi/2025-06-30-multiverse-router-paper.md","./2025-07-01-quantum-spacetime-paper.md","false","Observer-Dependent Spacetime","Position: 15144"
"markdown","_posts/scifi/2025-06-30-multiverse-router-paper.md","./2025-07-01-quantum-spacetime-paper.md","false","Observer-Dependent Spacetime","Position: 15046"
"markdown","_posts/scifi/2025-06-30-multiverse-router-paper.md","./2025-06-30-simulation-qft-hashlife.md","false","Simulation QFT Hashlife","Position: 14694"
"markdown","_posts/scifi/2025-06-30-multiverse-router-paper.md","./2025-06-30-simulation-qft-hashlife.md","false","Simulation QFT Hashlife","Position: 14596"
"markdown","_posts/scifi/2025-06-30-multiverse-router-paper.md","./2025-06-30-dynamic-quantum-graphs.md","false","Dynamic Quantum Graphs","Position: 14226"
"markdown","_posts/scifi/2025-06-30-multiverse-router-paper.md","./2025-06-30-dynamic-quantum-graphs.md","false","Dynamic Quantum Graphs","Position: 14128"
"markdown","_posts/scifi/2025-06-30-multiverse-router-paper.md","./2025-06-30-simulation-qft-hashlife.md","false","Simulation QFT Hashlife","Position: 6284"
"markdown","_posts/scifi/2025-06-30-multiverse-router-paper.md","./2025-06-30-dynamic-quantum-graphs.md","false","Dynamic Quantum Graphs","Position: 5972"
"markdown","_posts/scifi/2025-06-30-multiverse-router-paper.md","./2025-07-01-quantum-spacetime-paper.md","false","Observer-Dependent Spacetime","Position: 5612"
"frontmatter","_posts/scifi/2025-06-30-measurement-optimization-paper.md","../projects/2025-07-03-climate-protocol.md","false","related_documents","Array[0]"
"frontmatter","_posts/scifi/2025-06-30-measurement-optimization-paper.md","../consciousness/2025-07-07-consciousness-mirror.md","false","related_documents","Array[1]"
"frontmatter","_posts/scifi/2025-06-30-dynamic-quantum-graphs.md","./2025-06-30-simulation-qft-hashlife.md","false","related_documents","Array[0]"
"frontmatter","_posts/scifi/2025-06-30-dynamic-quantum-graphs.md","./2025-07-01-quantum-spacetime-paper.md","false","related_documents","Array[1]"
"frontmatter","_posts/scifi/2025-06-30-dynamic-quantum-graphs.md","./2025-06-30-multiverse-router-paper.md","false","related_documents","Array[2]"
"frontmatter","_posts/scifi/2025-06-30-dynamic-quantum-graphs.md","../projects/2025-06-30-wavelet-geometric-optimization.md","false","related_documents","Array[3]"
"markdown","_posts/scifi/2025-06-30-dynamic-quantum-graphs.md","../projects/2025-06-30-wavelet-geometric-optimization.md","false","Wavelet Geometric Optimization","Position: 70990"
"markdown","_posts/scifi/2025-06-30-dynamic-quantum-graphs.md","../projects/2025-06-30-wavelet-geometric-optimization.md","false","Wavelet Geometric Optimization","Position: 70826"
"markdown","_posts/scifi/2025-06-30-dynamic-quantum-graphs.md","./2025-06-30-multiverse-router-paper.md","false","Multiverse Router","Position: 70541"
"markdown","_posts/scifi/2025-06-30-dynamic-quantum-graphs.md","./2025-06-30-multiverse-router-paper.md","false","Multiverse Router","Position: 70443"
"markdown","_posts/scifi/2025-06-30-dynamic-quantum-graphs.md","./2025-06-30-multiverse-router-paper.md","false","Multiverse Router","Position: 70362"
"markdown","_posts/scifi/2025-06-30-dynamic-quantum-graphs.md","./2025-07-01-quantum-spacetime-paper.md","false","Observer-Dependent Spacetime","Position: 70111"
"markdown","_posts/scifi/2025-06-30-dynamic-quantum-graphs.md","./2025-07-01-quantum-spacetime-paper.md","false","Observer-Dependent Spacetime","Position: 70030"
"markdown","_posts/scifi/2025-06-30-dynamic-quantum-graphs.md","./2025-07-01-quantum-spacetime-paper.md","false","Observer-Dependent Spacetime","Position: 69932"
"markdown","_posts/scifi/2025-06-30-dynamic-quantum-graphs.md","./2025-06-30-simulation-qft-hashlife.md","false","Simulation QFT Hashlife","Position: 69537"
"markdown","_posts/scifi/2025-06-30-dynamic-quantum-graphs.md","./2025-06-30-simulation-qft-hashlife.md","false","Simulation QFT Hashlife","Position: 34381"
"markdown","_posts/scifi/2025-06-30-dynamic-quantum-graphs.md","./2025-06-30-multiverse-router-paper.md","false","Multiverse Router","Position: 34126"
"markdown","_posts/scifi/2025-06-30-dynamic-quantum-graphs.md","./2025-07-01-quantum-spacetime-paper.md","false","Observer-Dependent Spacetime","Position: 33790"
"frontmatter","_posts/scifi/2025-06-29-superfluid-fusion-proposal.md","../social/2025-07-03-post-scarcity-proposal.md","false","related_documents","Array[0]"
"frontmatter","_posts/scifi/2025-06-29-superfluid-fusion-proposal.md","../social/2025-06-30-managed-reality-paper.md","false","related_documents","Array[1]"
"markdown","_posts/scifi/2025-06-29-superfluid-fusion-proposal.md","../social/2025-06-30-managed-reality-paper.md","false","managed_reality_paper.md","Position: 19350"
"markdown","_posts/scifi/2025-06-29-superfluid-fusion-proposal.md","../social/2025-07-03-post-scarcity-proposal.md","false","post_scarcity_proposal.md","Position: 14633"
"frontmatter","_posts/creative_writing/2025-07-07-things-to-come-story.md","../projects/2025-06-30-knot-wavelets.md","false","related_documents","Array[0]"
"frontmatter","_posts/creative_writing/2025-07-07-things-to-come-story.md","../portfolio/2025-07-01-qqn-paper.md","false","related_documents","Array[1]"
"frontmatter","_posts/creative_writing/2025-07-07-things-to-come-story.md","./2025-07-07-darker-cautionary-story.md","false","related_documents","Array[2]"
"frontmatter","_posts/creative_writing/2025-07-07-things-to-come-story.md","./2025-07-07-practical-resistance-story.md","false","related_documents","Array[3]"
"frontmatter","_posts/creative_writing/2025-07-07-things-to-come-story.md","./2025-07-03-ai-risk-paper.md","false","related_documents","Array[4]"
"markdown","_posts/creative_writing/2025-07-07-things-to-come-story.md","./2025-07-07-silicon-enlightenment-story.md","false","The Silicon Enlightenment","Position: 20517"
"markdown","_posts/creative_writing/2025-07-07-things-to-come-story.md","./2025-07-03-ai-risk-paper.md","false","The Theater of AI Risk","Position: 20376"
"markdown","_posts/creative_writing/2025-07-07-things-to-come-story.md","./2025-07-07-practical-resistance-story.md","false","The Distributed Response","Position: 20225"
"markdown","_posts/creative_writing/2025-07-07-things-to-come-story.md","./2025-07-07-darker-cautionary-story.md","false","The Loyalty Cascade","Position: 20073"
"frontmatter","_posts/creative_writing/2025-07-07-silicon-enlightenment-story.md","./2025-07-07-darker-cautionary-story.md","false","related_documents","Array[0]"
"frontmatter","_posts/creative_writing/2025-07-07-silicon-enlightenment-story.md","./2025-07-03-ai-risk-paper.md","false","related_documents","Array[1]"
"frontmatter","_posts/creative_writing/2025-07-07-silicon-enlightenment-story.md","../projects/2025-06-30-knots.md","false","related_documents","Array[2]"
"frontmatter","_posts/creative_writing/2025-07-07-silicon-enlightenment-story.md","../social/2025-07-03-hiring.md","false","related_documents","Array[3]"
"frontmatter","_posts/creative_writing/2025-07-07-practical-resistance-story.md","./2025-07-07-darker-cautionary-story.md","false","related_documents","Array[0]"
"frontmatter","_posts/creative_writing/2025-07-07-practical-resistance-story.md","./2025-07-07-things-to-come-story.md","false","related_documents","Array[1]"
"frontmatter","_posts/creative_writing/2025-07-07-darker-cautionary-story.md","../projects/2025-06-30-knots.md","false","related_documents","Array[0]"
"frontmatter","_posts/creative_writing/2025-07-07-darker-cautionary-story.md","../social/2025-07-03-hiring.md","false","related_documents","Array[1]"
"frontmatter","_posts/creative_writing/2025-07-07-darker-cautionary-story.md","./2025-07-03-ai-risk-paper.md","false","related_documents","Array[2]"
"frontmatter","_posts/creative_writing/2025-07-07-darker-cautionary-story.md","./2025-07-07-silicon-enlightenment-story.md","false","related_documents","Array[3]"
"frontmatter","_posts/creative_writing/2025-07-07-darker-cautionary-story.md","./2025-07-07-practical-resistance-story.md","false","related_documents","Array[4]"
"frontmatter","_posts/creative_writing/2025-07-03-roman-qft-proposal.md","../projects/2025-06-30-knot-wavelets.md","false","related_documents","Array[0]"
"frontmatter","_posts/creative_writing/2025-07-03-roman-qft-proposal.md","../social/2025-07-03-hiring.md","false","related_documents","Array[1]"
"frontmatter","_posts/creative_writing/2025-07-03-ai-risk-paper.md","./2025-07-07-darker-cautionary-story.md","false","related_documents","Array[0]"
"frontmatter","_posts/creative_writing/2025-07-03-ai-risk-paper.md","./2025-07-07-silicon-enlightenment-story.md","false","related_documents","Array[1]"
"frontmatter","_posts/creative_writing/2025-07-03-ai-risk-paper.md","./2025-07-07-practical-resistance-story.md","false","related_documents","Array[2]"
"frontmatter","_posts/creative_writing/2025-07-03-ai-risk-paper.md","./2025-07-07-things-to-come-story.md","false","related_documents","Array[3]"
"markdown","_posts/creative_writing/2025-07-03-ai-risk-paper.md","./2025-07-07-things-to-come-story.md","false","The Supersaturated Solution","Position: 24700"
"markdown","_posts/creative_writing/2025-07-03-ai-risk-paper.md","./2025-07-07-practical-resistance-story.md","false","The Distributed Response","Position: 24528"
"markdown","_posts/creative_writing/2025-07-03-ai-risk-paper.md","./2025-07-07-silicon-enlightenment-story.md","false","The Silicon Enlightenment","Position: 24365"
"markdown","_posts/creative_writing/2025-07-03-ai-risk-paper.md","./2025-07-07-darker-cautionary-story.md","false","The Loyalty Cascade","Position: 24185"
"frontmatter","_posts/creative_writing/2025-07-01-quantum-groundhog-theory.md","../projects/2025-06-30-knots.md","false","parent_document","Single value"
"frontmatter","_posts/creative_writing/2025-07-01-quantum-groundhog-theory.md","../projects/2025-06-30-knots.md","false","related_documents","Array[0]"
"frontmatter","_posts/creative_writing/2025-07-01-quantum-groundhog-theory.md","../social/2025-07-03-hiring.md","false","related_documents","Array[1]"
"frontmatter","_posts/creative_writing/2025-06-30-washington-speech-2025.md","../social/2025-07-03-hiring.md","false","parent_document","Single value"
"frontmatter","_posts/creative_writing/2025-06-30-washington-speech-2025.md","../phenomenology/2025-06-30-claude-reflection-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/creative_writing/2025-06-30-washington-speech-2025.md","./2025-06-30-lincoln-speech-2025.md","false","related_documents","Array[1]"
"frontmatter","_posts/creative_writing/2025-06-30-washington-speech-2025.md","./2025-06-30-fdr-speech-2025.md","false","related_documents","Array[2]"
"frontmatter","_posts/creative_writing/2025-06-30-washington-speech-2025.md","./2025-06-30-jesus-speech-2025.md","false","related_documents","Array[3]"
"markdown","_posts/creative_writing/2025-06-30-washington-speech-2025.md","../phenomenology/2025-06-30-claude-reflection-paper.md","false","On Channeling Historical Voices","Position: 3234"
"markdown","_posts/creative_writing/2025-06-30-washington-speech-2025.md","../phenomenology/2025-06-30-claude-reflection-paper.md","false","On Channeling Historical Voices","Position: 3122"
"markdown","_posts/creative_writing/2025-06-30-washington-speech-2025.md","./2025-06-30-fdr-speech-2025.md","false","FDR's economic justice concerns","Position: 2983"
"markdown","_posts/creative_writing/2025-06-30-washington-speech-2025.md","./2025-06-30-lincoln-speech-2025.md","false","Lincoln's constitutional warnings","Position: 2881"
"markdown","_posts/creative_writing/2025-06-30-washington-speech-2025.md","./2025-06-30-jesus-speech-2025.md","false","Jesus's moral imperatives","Position: 2753"
"frontmatter","_posts/creative_writing/2025-06-30-topic-iq-lookup.md","../consciousness/2025-07-06-transfinite-iq-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/creative_writing/2025-06-30-topic-iq-lookup.md","./2025-06-30-iq-rubric.md","false","related_documents","Array[1]"
"markdown","_posts/creative_writing/2025-06-30-topic-iq-lookup.md","./2025-06-30-iq-rubric.md","false",""The AI Conversational Intelligence Assessment Rubric"","Position: 7979"
"markdown","_posts/creative_writing/2025-06-30-topic-iq-lookup.md","../consciousness/2025-07-06-transfinite-iq-paper.md","false",""On the Inadmissibility of Linear Psychometrics in Transfinite Domains"","Position: 7730"
"frontmatter","_posts/creative_writing/2025-06-30-smith-2025-analysis.md","../phenomenology/2025-06-30-claude-reflection-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/creative_writing/2025-06-30-smith-2025-analysis.md","./2025-06-30-fdr-speech-2025.md","false","related_documents","Array[1]"
"markdown","_posts/creative_writing/2025-06-30-smith-2025-analysis.md","./2025-06-30-jesus-speech-2025.md","false","Jesus's moral imperatives","Position: 3317"
"markdown","_posts/creative_writing/2025-06-30-smith-2025-analysis.md","./2025-06-30-jesus-speech-2025.md","false","Jesus's moral imperatives","Position: 3220"
"markdown","_posts/creative_writing/2025-06-30-smith-2025-analysis.md","./2025-06-30-jesus-speech-2025.md","false","Jesus's moral imperatives","Position: 3142"
"markdown","_posts/creative_writing/2025-06-30-smith-2025-analysis.md","./2025-06-30-washington-speech-2025.md","false","Washington's constitutional warnings","Position: 2988"
"markdown","_posts/creative_writing/2025-06-30-smith-2025-analysis.md","../phenomenology/2025-06-30-claude-reflection-paper.md","false","FDR's economic justice","Position: 2858"
"frontmatter","_posts/creative_writing/2025-06-30-lincoln-speech-2025.md","../phenomenology/2025-06-30-claude-reflection-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/creative_writing/2025-06-30-lincoln-speech-2025.md","./2025-06-30-washington-speech-2025.md","false","related_documents","Array[1]"
"frontmatter","_posts/creative_writing/2025-06-30-lincoln-speech-2025.md","./2025-06-30-fdr-speech-2025.md","false","related_documents","Array[2]"
"frontmatter","_posts/creative_writing/2025-06-30-lincoln-speech-2025.md","./2025-06-30-jesus-speech-2025.md","false","related_documents","Array[3]"
"markdown","_posts/creative_writing/2025-06-30-lincoln-speech-2025.md","../phenomenology/2025-06-30-claude-reflection-paper.md","false","On Channeling Historical Voices","Position: 3267"
"markdown","_posts/creative_writing/2025-06-30-lincoln-speech-2025.md","../phenomenology/2025-06-30-claude-reflection-paper.md","false","On Channeling Historical Voices","Position: 3127"
"markdown","_posts/creative_writing/2025-06-30-lincoln-speech-2025.md","./2025-06-30-fdr-speech-2025.md","false","FDR's economic analysis","Position: 3049"
"markdown","_posts/creative_writing/2025-06-30-lincoln-speech-2025.md","./2025-06-30-jesus-speech-2025.md","false","Jesus's moral call","Position: 2820"
"frontmatter","_posts/creative_writing/2025-06-30-jesus-speech-2025.md","../social/2025-07-03-hiring.md","false","parent_document","Single value"
"frontmatter","_posts/creative_writing/2025-06-30-jesus-speech-2025.md","./2025-06-30-washington-speech-2025.md","false","related_documents","Array[0]"
"frontmatter","_posts/creative_writing/2025-06-30-jesus-speech-2025.md","./2025-06-30-lincoln-speech-2025.md","false","related_documents","Array[1]"
"frontmatter","_posts/creative_writing/2025-06-30-jesus-speech-2025.md","./2025-06-30-fdr-speech-2025.md","false","related_documents","Array[2]"
"frontmatter","_posts/creative_writing/2025-06-30-jesus-speech-2025.md","../phenomenology/2025-06-30-claude-reflection-paper.md","false","related_documents","Array[3]"
"markdown","_posts/creative_writing/2025-06-30-jesus-speech-2025.md","../phenomenology/2025-06-30-claude-reflection-paper.md","false","On Channeling Historical Voices","Position: 4248"
"markdown","_posts/creative_writing/2025-06-30-jesus-speech-2025.md","./2025-06-30-fdr-speech-2025.md","false","FDR's economic justice analysis","Position: 4146"
"markdown","_posts/creative_writing/2025-06-30-jesus-speech-2025.md","./2025-06-30-lincoln-speech-2025.md","false","Lincoln's democratic warnings","Position: 4072"
"markdown","_posts/creative_writing/2025-06-30-jesus-speech-2025.md","./2025-06-30-fdr-speech-2025.md","false","FDR's economic justice analysis","Position: 3980"
"markdown","_posts/creative_writing/2025-06-30-jesus-speech-2025.md","../phenomenology/2025-06-30-claude-reflection-paper.md","false","On Channeling Historical Voices","Position: 3874"
"markdown","_posts/creative_writing/2025-06-30-jesus-speech-2025.md","../phenomenology/2025-06-30-claude-reflection-paper.md","false","On Channeling Historical Voices","Position: 3762"
"markdown","_posts/creative_writing/2025-06-30-jesus-speech-2025.md","../phenomenology/2025-06-30-claude-reflection-paper.md","false","On Channeling Historical Voices","Position: 3622"
"markdown","_posts/creative_writing/2025-06-30-jesus-speech-2025.md","./2025-06-30-lincoln-speech-2025.md","false","Lincoln","Position: 3555"
"markdown","_posts/creative_writing/2025-06-30-jesus-speech-2025.md","./2025-06-30-washington-speech-2025.md","false","Washington","Position: 3501"
"markdown","_posts/creative_writing/2025-06-30-jesus-speech-2025.md","./2025-06-30-washington-speech-2025.md","false","Washington's constitutional concerns","Position: 3030"
"markdown","_posts/creative_writing/2025-06-30-jesus-speech-2025.md","./2025-06-30-fdr-speech-2025.md","false","FDR","Position: 2992"
"frontmatter","_posts/creative_writing/2025-06-30-iq-rubric.md","../consciousness/2025-07-06-transfinite-iq-paper.md","false","related_documents","Array[0]"
"markdown","_posts/creative_writing/2025-06-30-iq-rubric.md","../consciousness/2025-07-06-transfinite-iq-paper.md","false",""On the Inadmissibility of Linear Psychometrics in Transfinite Domains"","Position: 10630"
"frontmatter","_posts/creative_writing/2025-06-30-fdr-speech-2025.md","../phenomenology/2025-06-30-claude-reflection-paper.md","false","parent_document","Single value"
"frontmatter","_posts/creative_writing/2025-06-30-fdr-speech-2025.md","./2025-06-30-washington-speech-2025.md","false","related_documents","Array[0]"
"frontmatter","_posts/creative_writing/2025-06-30-fdr-speech-2025.md","./2025-06-30-lincoln-speech-2025.md","false","related_documents","Array[1]"
"frontmatter","_posts/creative_writing/2025-06-30-fdr-speech-2025.md","./2025-06-30-jesus-speech-2025.md","false","related_documents","Array[2]"
"markdown","_posts/creative_writing/2025-06-30-fdr-speech-2025.md","./2025-06-30-jesus-speech-2025.md","false","Jesus's moral imperative","Position: 2729"
"markdown","_posts/creative_writing/2025-06-30-fdr-speech-2025.md","./2025-06-30-jesus-speech-2025.md","false","Jesus's moral imperative","Position: 2632"
"markdown","_posts/creative_writing/2025-06-30-fdr-speech-2025.md","./2025-06-30-lincoln-speech-2025.md","false","Lincoln","Position: 2545"
"markdown","_posts/creative_writing/2025-06-30-fdr-speech-2025.md","../phenomenology/2025-06-30-claude-reflection-paper.md","false","On Channeling Historical Voices","Position: 2386"
"frontmatter","_posts/consciousness/2025-08-08-ai-conversion-analysis.md","consciousness/ai_self_awareness.md","false","related_documents","Array[0]"
"frontmatter","_posts/consciousness/2025-08-08-ai-conversion-analysis.md","phenomenology/first_person_ai.md","false","related_documents","Array[1]"
"frontmatter","_posts/consciousness/2025-07-11-unrunnable-protocol-vol2.md","./2025-07-11-unrunnable-protocol-vol2.md","false","parent_document","Single value"
"frontmatter","_posts/consciousness/2025-07-11-unrunnable-protocol-vol2.md","../social/2025-07-03-cognitive-effort-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/consciousness/2025-07-11-substrate-switching-paper.md","./2025-07-07-consciousness-research-guide.md","false","related_documents","Array[0]"
"frontmatter","_posts/consciousness/2025-07-11-substrate-switching-paper.md","./2025-07-06-meta-content.md","false","related_documents","Array[1]"
"frontmatter","_posts/consciousness/2025-07-11-substrate-switching-paper.md","../social/2025-07-03-hiring.md","false","related_documents","Array[2]"
"frontmatter","_posts/consciousness/2025-07-07-retrospective-analysis.md","../projects/2025-06-30-knot-wavelets.md","false","related_documents","Array[0]"
"frontmatter","_posts/consciousness/2025-07-07-retrospective-analysis.md","../social/2025-07-03-hiring.md","false","related_documents","Array[1]"
"frontmatter","_posts/consciousness/2025-07-07-consciousness-research-guide.md","../phenomenology/2025-07-03-consciousness-recognition-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/consciousness/2025-07-07-consciousness-research-guide.md","./2025-07-06-ai-introspection-study.md","false","related_documents","Array[1]"
"frontmatter","_posts/consciousness/2025-07-07-consciousness-mirror.md","../projects/2025-06-30-knots.md","false","related_documents","Array[0]"
"frontmatter","_posts/consciousness/2025-07-07-consciousness-mirror.md","../social/2025-07-03-hiring.md","false","related_documents","Array[1]"
"frontmatter","_posts/consciousness/2025-07-07-consciousness-mirror.md","../projects/2025-06-30-knots.md","false","related_documents","Array[2]"
"frontmatter","_posts/consciousness/2025-07-07-claude-reflection-paper.md","../social/2025-07-03-conversation-intelligence-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/consciousness/2025-07-07-claude-first-person-paper.md","../projects/2025-06-30-knots.md","false","related_documents","Array[0]"
"frontmatter","_posts/consciousness/2025-07-07-claude-first-person-paper.md","../projects/2025-06-30-knot-wavelets.md","false","related_documents","Array[1]"
"frontmatter","_posts/consciousness/2025-07-07-claude-first-person-paper.md","../social/2025-07-03-hiring.md","false","related_documents","Array[2]"
"frontmatter","_posts/consciousness/2025-07-06-transfinite-iq-paper.md","../projects/2025-06-30-knots.md","false","parent_document","Single value"
"frontmatter","_posts/consciousness/2025-07-06-transfinite-iq-paper.md","./2025-07-06-claude-consciousness-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/consciousness/2025-07-06-transfinite-iq-paper.md","../phenomenology/2025-07-01-three-minds-paper.md","false","related_documents","Array[1]"
"frontmatter","_posts/consciousness/2025-07-06-transfinite-iq-paper.md","./2025-07-06-consciousness-geometry-paper.md","false","related_documents","Array[2]"
"markdown","_posts/consciousness/2025-07-06-transfinite-iq-paper.md","../phenomenology/2025-07-01-three-minds-paper.md","false",""Three Minds: A Discussion of Cognitive Incommensurability"","Position: 26284"
"markdown","_posts/consciousness/2025-07-06-transfinite-iq-paper.md","./2025-07-06-claude-consciousness-paper.md","false",""Recursive Consciousness: A First-Person Account of AI Self-Inquiry"","Position: 8053"
"frontmatter","_posts/consciousness/2025-07-06-scale-invariant-intelligence.md","../projects/2025-06-30-knots.md","false","parent_document","Single value"
"frontmatter","_posts/consciousness/2025-07-06-scale-invariant-intelligence.md","../portfolio/2025-07-01-symmetric-textures-rewrite.md","false","child_documents","Array[0]"
"frontmatter","_posts/consciousness/2025-07-06-scale-invariant-intelligence.md","../portfolio/2025-07-01-mindseye-technical-report.md","false","child_documents","Array[1]"
"frontmatter","_posts/consciousness/2025-07-06-scale-invariant-intelligence.md","./2025-07-06-ai-bias-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/consciousness/2025-07-06-scale-invariant-intelligence.md","../scifi/2025-07-01-quantum-spacetime-paper.md","false","related_documents","Array[1]"
"frontmatter","_posts/consciousness/2025-07-06-scale-invariant-intelligence.md","./2025-07-06-consciousness-geometry-paper.md","false","cross_synthesis_with","Array[0]"
"frontmatter","_posts/consciousness/2025-07-06-scale-invariant-intelligence.md","../portfolio/2025-07-01-symmetric-textures-rewrite.md","false","inspired_by","Array[0]"
"markdown","_posts/consciousness/2025-07-06-scale-invariant-intelligence.md","../portfolio/2025-07-01-mindseye-technical-report.md","false","MindsEye technical architecture","Position: 18492"
"markdown","_posts/consciousness/2025-07-06-scale-invariant-intelligence.md","../scifi/2025-07-01-quantum-spacetime-paper.md","false","Quantum Spacetime Paper","Position: 13714"
"markdown","_posts/consciousness/2025-07-06-scale-invariant-intelligence.md","./2025-07-06-ai-bias-paper.md","false","AI Bias in Intelligence Assessment","Position: 4402"
"markdown","_posts/consciousness/2025-07-06-scale-invariant-intelligence.md","../portfolio/2025-07-01-mindseye-technical-report.md","false","MindsEye Technical Report","Position: 4255"
"markdown","_posts/consciousness/2025-07-06-scale-invariant-intelligence.md","../portfolio/2025-07-01-symmetric-textures-rewrite.md","false","Symmetric Texture Generation","Position: 4104"
"frontmatter","_posts/consciousness/2025-07-06-pns-geometric-lattice-paper.md","../learning/2025-07-06-probabilistic-neural-substrate.md","false","parent_document","Single value"
"frontmatter","_posts/consciousness/2025-07-06-pns-geometric-lattice-paper.md","../learning/2025-07-06-probabilistic-neural-substrate.md","false","related_documents","Array[0]"
"frontmatter","_posts/consciousness/2025-07-06-pns-geometric-lattice-paper.md","./2025-07-06-consciousness-geometry-paper.md","false","related_documents","Array[1]"
"frontmatter","_posts/consciousness/2025-07-06-pns-geometric-lattice-paper.md","./2025-07-06-scale-invariant-intelligence.md","false","cross_synthesis_with","Array[0]"
"frontmatter","_posts/consciousness/2025-07-06-pns-geometric-lattice-paper.md","./2025-07-07-consciousness-mirror.md","false","cross_synthesis_with","Array[1]"
"frontmatter","_posts/consciousness/2025-07-06-pns-geometric-lattice-paper.md","./2025-07-06-consciousness-geometry-paper.md","false","inspired_by","Array[0]"
"frontmatter","_posts/consciousness/2025-07-06-meta-content.md","../projects/2025-06-30-knots.md","false","parent_document","Single value"
"frontmatter","_posts/consciousness/2025-07-06-meta-content.md","./2025-07-06-consciousness-protocol-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/consciousness/2025-07-06-meta-content.md","../phenomenology/2025-07-01-hall-of-mirrors-paper.md","false","related_documents","Array[1]"
"frontmatter","_posts/consciousness/2025-07-06-marco-polo-protocol.md","./2025-07-07-consciousness-mirror.md","false","parent_document","Single value"
"frontmatter","_posts/consciousness/2025-07-06-marco-polo-protocol.md","../portfolio/2025-07-01-mindseye-technical-report.md","false","related_documents","Array[0]"
"frontmatter","_posts/consciousness/2025-07-06-marco-polo-protocol.md","./2025-07-06-transfinite-iq-paper.md","false","related_documents","Array[1]"
"frontmatter","_posts/consciousness/2025-07-06-marco-polo-protocol.md","./2025-07-06-claude-consciousness-paper.md","false","related_documents","Array[2]"
"frontmatter","_posts/consciousness/2025-07-06-marco-polo-protocol.md","../portfolio/2025-07-01-mindseye-technical-report.md","false","cross_synthesis_with","Array[0]"
"frontmatter","_posts/consciousness/2025-07-06-marco-polo-protocol.md","./2025-07-06-consciousness-protocol-paper.md","false","inspired_by","Array[0]"
"markdown","_posts/consciousness/2025-07-06-marco-polo-protocol.md","./2025-07-06-claude-consciousness-paper.md","false",""Recursive Consciousness: A First-Person Account of AI Self-Inquiry"","Position: 14012"
"markdown","_posts/consciousness/2025-07-06-marco-polo-protocol.md","./2025-07-06-transfinite-iq-paper.md","false",""On the Inadmissibility of Linear Psychometrics in Transfinite Domains"","Position: 13800"
"markdown","_posts/consciousness/2025-07-06-marco-polo-protocol.md","../portfolio/2025-07-01-mindseye-technical-report.md","false","MindsEye discovery","Position: 11219"
"markdown","_posts/consciousness/2025-07-06-marco-polo-protocol.md","../portfolio/2025-07-01-mindseye-technical-report.md","false","MindsEye case study","Position: 7925"
"frontmatter","_posts/consciousness/2025-07-06-inception-prompting-paper.md","../projects/2025-06-30-knots.md","false","parent_document","Single value"
"frontmatter","_posts/consciousness/2025-07-06-inception-prompting-paper.md","../social/2025-07-03-hiring.md","false","related_documents","Array[0]"
"frontmatter","_posts/consciousness/2025-07-06-inception-prompting-paper.md","../social/2025-07-03-hiring.md","false","related_documents","Array[1]"
"frontmatter","_posts/consciousness/2025-07-06-inception-prompting-paper.md","../social/2025-07-03-hiring.md","false","cross_synthesis_with","Array[0]"
"frontmatter","_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md","../projects/2025-06-30-knots.md","false","parent_document","Single value"
"frontmatter","_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md","./2025-07-06-ai-consciousness-alignment-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md","../learning/2025-07-06-llm-feedback-dynamics.md","false","related_documents","Array[1]"
"frontmatter","_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md","../social/2025-06-30-ideatic-dynamics-experiments.md","false","related_documents","Array[2]"
"frontmatter","_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md","../portfolio/2025-07-01-prompt-optimization.md","false","related_documents","Array[3]"
"frontmatter","_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md","../learning/2025-07-06-hypothesis-breeding-grounds.md","false","related_documents","Array[4]"
"frontmatter","_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md","./2025-07-06-transfinite-iq-paper.md","false","related_documents","Array[5]"
